Country,Countrycode3,Countrycode2,Year,Population,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Source_Comments,Region,Region_sub,Currency,Reference_Period,Welfaredefn,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,EU,OECD,Year_cat,Welfaredefn_new,Equivsc_new,AgeCovr_new,AreaCovr_new,PopCovr_new,IncSharU_new,UofAnala_new,Exchangerate,Mean_usd,Median_usd
Argentina,ARG,AR,1986,30.857242,High income: non-OECD,9050.76,6662.4,42.79,World Bank 2016,1.95,3.16,4.32,5.48,6.7,8.09,9.78,12.09,16,32.43,5.11,9.8,14.79,21.87,48.43,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1987,31.326473,High income: non-OECD,,,43.3,Fishlow et al. 1993,,,,,,,,,,34,5.7,,,,,,,,Low,Encuesta Permanente de Hogares,Americas,South America,,,"Monetary income, disposable",Person,Person,No adjustment,Metro,Econ. Active Population,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Without adjustment,All,Urban,Employed+Others,Person,Person,,,
Argentina,ARG,AR,1987,31.326473,High income: non-OECD,,,43.1,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,2,3.4,4.4,5.4,6.6,7.8,9.4,11.9,16.1,33,5.4,9.8,14.4,21.3,49.1,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,Greater Buenos Aires,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1987,31.326473,High income: non-OECD,,,44.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.7,3.1,4.2,5.2,6.3,7.7,9.5,11.9,16.3,34.1,4.8,9.4,14,21.4,50.4,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Greater Buenos Aires,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1987,31.326473,High income: non-OECD,8117.64,5739.24,45.28,World Bank 2016,1.73,2.88,4.01,5.16,6.4,7.81,9.55,11.95,16.07,34.42,4.61,9.17,14.21,21.5,50.49,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1988,31.795515,High income: non-OECD,,,45.2,Fishlow et al. 1993,,,,,,,,,,34.6,4.9,,,,,,,,Low,Encuesta Permanente de Hogares,Americas,South America,,,"Monetary income, disposable",Person,Person,No adjustment,Metro,Econ. Active Population,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Without adjustment,All,Urban,Employed+Others,Person,Person,,,
Argentina,ARG,AR,1988,31.795515,High income: non-OECD,,,43.7,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.8,3.2,4.2,5.3,6.5,7.8,9.6,12.2,16.5,32.9,5,9.5,14.3,21.8,49.4,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,Greater Buenos Aires,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1988,31.795515,High income: non-OECD,,,45.5,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.6,2.8,4,5.1,6.3,7.7,9.6,12.3,16.7,33.9,4.4,9.1,14,21.9,50.6,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Greater Buenos Aires,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1989,32.263559,High income: non-OECD,41748,,47.6,Psacharopoulos et al. 1997,1.4,2.7,3.8,4.8,6,7.3,9.3,12,16.7,35.9,4.1,8.6,13.3,21.3,52.6,,,,Average,Encuesta Permanente de Hogares,Americas,South America,Australes,Month,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.042333960833333,,
Argentina,ARG,AR,1990,32.72974,High income: non-OECD,,,43.1,Cerisola et al 2000,2.3,3.4,4,5.1,6.3,7.7,9.1,11.4,15.5,35.3,5.7,9.1,14,20.5,50.8,,,,Low,FIDE 1998,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1990,32.72974,High income: non-OECD,,,50.1,ECLAC,1.6,2.6,3.6,4.6,5.6,7,8.8,11.2,15.6,39.4,4.2,8.2,12.6,20,55,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1991,33.19392,High income: non-OECD,,,44.1,Cerisola et al 2000,2.4,3.3,3.9,5,6.2,7.2,8.9,11.5,15.3,36.3,5.7,8.9,13.4,20.4,51.6,,,,Low,FIDE 1998,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1991,33.19392,High income: non-OECD,,,44.2,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,2.1,3.4,4.4,5.3,6.2,7.5,9.1,11.3,15.8,34.9,5.5,9.7,13.7,20.4,50.7,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,Greater Buenos Aires,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1991,33.19392,High income: non-OECD,,,46.5,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.8,3.1,4.1,5,6.1,7.2,8.9,11.4,15.9,36.5,4.9,9.1,13.3,20.3,52.4,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Greater Buenos Aires,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1991,33.19392,High income: non-OECD,6717.48,4451.04,46.76,World Bank 2016,1.75,3.07,4.05,5.02,6.04,7.25,8.89,11.52,15.82,36.6,4.82,9.07,13.29,20.41,52.42,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1992,33.655149,High income: non-OECD,,,43.6,Cerisola et al 2000,2.2,2.7,4.1,5.2,6.5,7.7,9.3,11.8,16.1,34.4,4.9,9.3,14.2,21.1,50.5,,,,Low,FIDE 1998,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1992,33.655149,High income: non-OECD,,,48.2,ECLAC,1.6,2.8,3.8,4.8,5.8,7.2,9.2,11.6,16.2,37.2,4.4,8.6,13,20.8,53.4,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1992,33.655149,High income: non-OECD,,,42.9,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,2.1,3.5,4.4,5.4,6.6,7.9,9.5,11.9,16.5,32.3,5.6,9.8,14.5,21.4,48.8,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1992,33.655149,High income: non-OECD,,,42.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,2,3.4,4.3,5.3,6.5,7.9,9.5,12,16.4,32.7,5.4,9.6,14.4,21.5,49.1,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,Greater Buenos Aires,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1992,33.655149,High income: non-OECD,,,44.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.9,3.1,4.2,5.1,6.3,7.7,9.3,12.1,16.6,33.7,5,9.3,14,21.4,50.3,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Greater Buenos Aires,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1992,33.655149,High income: non-OECD,3516,,45,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.8,3,4.1,5.1,6.2,7.6,9.4,12,16.5,34.1,4.8,9.2,13.8,21.4,50.6,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.990641666666667,3549.23999023437,
Argentina,ARG,AR,1992,33.655149,High income: non-OECD,6774.48,4655.04,45.47,World Bank 2016,1.6,3,4.07,5.13,6.21,7.65,9.42,12.06,16.57,34.29,4.6,9.2,13.86,21.48,50.86,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1993,34.110912,High income: non-OECD,,,42.3,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.9,3.3,4.4,5.5,6.7,8.1,9.7,12.3,16.3,31.8,5.2,9.9,14.8,22,48.1,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1993,34.110912,High income: non-OECD,3840,,44.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.7,3,4.1,5.2,6.4,7.9,9.7,12.3,16.6,33,4.7,9.3,14.3,22,49.6,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.998945833333333,3844.080078125,
Argentina,ARG,AR,1993,34.110912,High income: non-OECD,6788.76,4757.76,44.86,World Bank 2016,1.48,2.97,4.1,5.22,6.42,7.9,9.67,12.34,16.7,33.2,4.45,9.32,14.32,22.01,49.9,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1994,34.558114,High income: non-OECD,,,43.8,Cerisola et al 2000,1.9,2.9,4.2,5.3,6.3,7.7,9.3,11.8,15.9,34.8,4.8,9.5,14,21.1,50.7,,,,Low,FIDE 1998,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1994,34.558114,High income: non-OECD,,,51.5,ECLAC,1.4,2.4,3.4,4.4,5.4,6.8,8.4,11.2,16.2,40.2,3.8,7.8,12.2,19.6,56.4,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1994,34.558114,High income: non-OECD,,,43.1,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,2,3.3,4.3,5.4,6.5,7.9,9.6,12,16.2,32.8,5.3,9.7,14.4,21.6,49,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1994,34.558114,High income: non-OECD,3936,,45.3,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.7,2.9,4,5.1,6.3,7.7,9.5,12,16.4,34.2,4.6,9.1,14,21.5,50.6,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.999008333333333,3939.9599609375,
Argentina,ARG,AR,1994,34.558114,High income: non-OECD,6706.68,4600.56,45.92,World Bank 2016,1.5,2.88,3.96,5.07,6.32,7.71,9.5,12.1,16.52,34.44,4.38,9.03,14.03,21.6,50.96,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1995,34.994818,High income: non-OECD,,,46.3,Cerisola et al 2000,1.7,2.7,3.9,4.9,6.1,7.4,9,11.3,15.4,37.3,4.4,8.8,13.5,20.3,52.7,,,,Low,FIDE 1998,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1995,34.994818,High income: non-OECD,,,46,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.6,3,4.1,5,6.2,7.5,9.1,11.6,16.4,35.3,4.6,9.1,13.7,20.7,51.7,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1995,34.994818,High income: non-OECD,3816,,48.1,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.4,2.7,3.7,4.8,5.9,7.3,9,11.6,16.7,36.7,4.1,8.5,13.2,20.6,53.4,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.99975,3816.9599609375,
Argentina,ARG,AR,1995,34.994818,High income: non-OECD,6370.8,4252.68,48.9,World Bank 2016,1.13,2.63,3.69,4.74,5.91,7.36,9.07,11.69,16.83,36.96,3.76,8.43,13.27,20.76,53.79,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1996,35.419683,High income: non-OECD,,,45.8,Cerisola et al 2000,1.6,2.7,3.9,5,6.2,7.5,9.1,11.6,16,36.3,4.3,8.9,13.7,20.7,52.3,,,,Low,FIDE 1998,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1996,35.419683,High income: non-OECD,,,46.3,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.6,2.9,3.9,5,6.1,7.5,9.3,11.9,16.7,35,4.5,8.9,13.6,21.2,51.7,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1996,35.419683,High income: non-OECD,3744,,48.6,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.4,2.6,3.6,4.7,5.9,7.3,9.2,11.9,16.9,36.5,4,8.3,13.2,21.1,53.4,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.9996625,3745.32006835937,
Argentina,ARG,AR,1996,35.419683,High income: non-OECD,,,47.7,Szekely 2003,,,,,,,,,,,,,,,,,,,Average,Encuesta Permanente de Hogares,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1996,35.419683,High income: non-OECD,6241.08,4080,49.52,World Bank 2016,1.03,2.48,3.56,4.64,5.83,7.3,9.2,11.99,17.08,36.87,3.51,8.2,13.13,21.19,53.95,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1997,35.833965,High income: non-OECD,,,44.8,Cerisola et al 2000,1.6,2.8,4,5.2,6.3,7.7,9.4,11.7,15.9,35.3,4.4,9.2,14,21.1,51.2,,,,Low,FIDE 1998,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1997,35.833965,High income: non-OECD,,,53,ECLAC,1.2,2.4,3.2,4.2,5.4,6.4,8.2,11,16.2,41.6,3.6,7.4,11.8,19.2,57.8,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1997,35.833965,High income: non-OECD,,,46.1,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.6,2.9,3.9,5,6.2,7.6,9.4,12,16.9,34.5,4.5,8.9,13.8,21.4,51.4,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1997,35.833965,High income: non-OECD,3948,,48.3,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.3,2.6,3.6,4.7,6,7.3,9.2,12,17.2,36.1,3.9,8.3,13.3,21.2,53.3,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.9995,3949.919921875,
Argentina,ARG,AR,1997,35.833965,High income: non-OECD,6539.52,4368.84,49.11,World Bank 2016,1.08,2.47,3.52,4.69,5.94,7.31,9.28,12.07,17.29,36.36,3.55,8.21,13.25,21.35,53.65,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1998,36.241578,High income: non-OECD,,,46.7,Cerisola et al 2000,1.5,2.7,3.6,5,6.1,7.5,9,11.4,16.1,36.9,4.2,8.6,13.6,20.4,53,,,,Low,FIDE 1998,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Metro,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1998,36.241578,High income: non-OECD,,,48,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.5,2.7,3.7,4.8,5.9,7.3,9.1,11.9,16.9,36.2,4.2,8.5,13.2,21,53.1,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1998,36.241578,High income: non-OECD,,,47.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.5,2.7,3.7,4.8,5.9,7.3,9.1,11.9,16.7,36.2,4.2,8.5,13.2,21,52.9,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,28 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1998,36.241578,High income: non-OECD,4200,,50.2,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.3,2.4,3.4,4.5,5.6,7.1,9,11.9,16.9,37.8,3.7,7.9,12.7,20.9,54.7,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,15 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.9995,4202.16015625,
Argentina,ARG,AR,1998,36.241578,High income: non-OECD,3876,,50.1,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.3,2.4,3.4,4.5,5.7,7,9,12,17.1,37.7,3.7,7.9,12.7,21,54.8,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,28 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,0.9995,3877.919921875,
Argentina,ARG,AR,1998,36.241578,High income: non-OECD,,,49.4,Szekely 2003,,,,,,,,,,,,,,,,,,,Average,Encuesta Permanente de Hogares,Americas,South America,,,"Monetary income, disposable",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1998,36.241578,High income: non-OECD,6350.28,3997.08,50.73,World Bank 2016,1.07,2.34,3.36,4.43,5.64,7.06,9.06,11.96,17.03,38.05,3.41,7.79,12.7,21.02,55.08,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,Urban,All,Household,Person,1,,
Argentina,ARG,AR,1999,36.648054,High income: non-OECD,,,53.9,ECLAC,1.2,2.2,3.2,4.2,5.2,6.4,8.4,10.8,15.6,42.8,3.4,7.4,11.6,19.2,58.4,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Argentina,ARG,AR,1999,36.648054,High income: non-OECD,,,46.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.5,2.8,3.9,4.9,6.1,7.5,9.3,12,16.8,35.2,4.3,8.8,13.6,21.3,52,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,28 main cities,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,Urban,All,Household,Person,,,
